Tytul,Cena_Surowa,Link
Nowoczesny apartament do pierwszego zamieszkania3 150 zł,3 150 zł,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-do-pierwszego-zamieszkania-ID4Aovd
"Nowy blok, 2 pokoje, ""Nowy Janów"", parter, garaż2 500 zł",2 500 zł,https://www.otodom.pl/pl/oferta/nowy-blok-2-pokoje-nowy-janow-parter-garaz-ID4l0vC
Loft w stylu glamour przy ul. Kopernika2 400 zł,2 400 zł,https://www.olx.pl/d/oferta/loft-w-stylu-glamour-przy-ul-kopernika-CID3-ID16Qjyo.html?search_reason=search%7Corganic
Wynajem mieszkania Łódź Karolew1 900 złdo negocjacji,1 900 złdo negocjacji,https://www.olx.pl/d/oferta/wynajem-mieszkania-lodz-karolew-CID3-ID1a7whX.html?search_reason=search%7Corganic
Kawalerka w pobliżu Manufaktury po generalnym remoncie | Legionów 771 400 zł,1 400 zł,https://www.olx.pl/d/oferta/kawalerka-w-poblizu-manufaktury-po-generalnym-remoncie-legionow-77-CID3-ID1afiVq.html?search_reason=search%7Corganic
"Wynajem, Kamienica, Senatorska19 000 zł",19 000 zł,https://www.otodom.pl/pl/oferta/wynajem-kamienica-senatorska-ID4B3YJ
Przytulna kawalerka | Centrum | ul. Drewnowska | TYLKO 1700ZŁ CAŁOŚĆ1 100 zł,1 100 zł,https://www.olx.pl/d/oferta/przytulna-kawalerka-centrum-ul-drewnowska-tylko-1700zl-calosc-CID3-ID1a8DgA.html?search_reason=search%7Corganic
"Piękne mieszkanie z balkonem i osobną sypialnią, przy OFF i Parku2 100 zł",2 100 zł,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-z-balkonem-i-osobna-sypialnia-przy-off-i-parku-ID4A5C3
"2 pokoje, ul. Rewolucji - Etiuda2 000 zł",2 000 zł,https://www.otodom.pl/pl/oferta/2-pokoje-ul-rewolucji-etiuda-ID4Abod
RENTAROOM.PL ENG RUS studio Monopolis Piłsudskiego ul.Zbiorcza1 300 zł,1 300 zł,https://www.olx.pl/d/oferta/rentaroom-pl-eng-rus-studio-monopolis-pilsudskiego-ul-zbiorcza-CID3-ID15We8b.html?search_reason=search%7Cpromoted
Mieszkanie z aneksem i łazienką1 400 zł,1 400 zł,https://www.olx.pl/d/oferta/mieszkanie-z-aneksem-i-lazienka-CID3-ID12omvV.html?search_reason=search%7Corganic
Przytulne mieszkanie 2 pokojowe ul. Babickiego 12 | RETKINIA KAROLEW2 140 zł,2 140 zł,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-2-pokojowe-ul-babickiego-12-retkinia-karolew-ID4APRj
Nowe 2-pokojowe ul Wysoka Fabryczna2 450 zł,2 450 zł,https://www.otodom.pl/pl/oferta/nowe-2-pokojowe-ul-wysoka-fabryczna-ID4AH3E
Kawalerka ul. Pomorska/Kamińskiego1 400 zł,1 400 zł,https://www.olx.pl/d/oferta/kawalerka-ul-pomorska-kaminskiego-CID3-ID1ak1Vx.html?search_reason=search%7Corganic
Apartament dla Studenta/Studentki2 000 zł,2 000 zł,https://www.olx.pl/d/oferta/apartament-dla-studenta-studentki-CID3-ID1a4eFE.html?search_reason=search%7Corganic
Nowoczesny apartament z balkonem i klimatyzacją Radogoszcz Wschód2 400 zł,2 400 zł,https://www.olx.pl/d/oferta/nowoczesny-apartament-z-balkonem-i-klimatyzacja-radogoszcz-wschod-CID3-ID19ExJJ.html?search_reason=search%7Corganic
"Piłsudskiego-Niciarniana, 2-pokojowe od zaraz1 600 zł",1 600 zł,https://www.otodom.pl/pl/oferta/pilsudskiego-niciarniana-2-pokojowe-od-zaraz-ID4AlNR
Umeblowana kawalerka ul. Pabianicka1 150 zł,1 150 zł,https://www.otodom.pl/pl/oferta/umeblowana-kawalerka-ul-pabianicka-ID4wiaQ
z WIDOKIEM na ZIELEŃ - Świetna Komunikacja z Całym miastem1 550 zł,1 550 zł,https://www.olx.pl/d/oferta/z-widokiem-na-zielen-swietna-komunikacja-z-calym-miastem-CID3-ID11Zi7M.html?search_reason=search%7Corganic
Wynajmę bezpośrednio dwupiętrowy apartament Tymienieckiego 25 C4 000 zł,4 000 zł,https://www.olx.pl/d/oferta/wynajme-bezposrednio-dwupietrowy-apartament-tymienieckiego-25-c-CID3-ID19z08M.html?search_reason=search%7Corganic
Wynajmę tanio mieszkanie w centrum700 zł,700 zł,https://www.olx.pl/d/oferta/wynajme-tanio-mieszkanie-w-centrum-CID3-ID1aluhO.html?search_reason=search%7Cpromoted
Przytulna kawalerka - Retkinia1 300 zł,1 300 zł,https://www.olx.pl/d/oferta/przytulna-kawalerka-retkinia-CID3-ID19kPn5.html?search_reason=search%7Cpromoted
"Kawalerka na wynajem,  Manufaktura, Oblęgorska, ASP, WPIA, UM1 270 złdo negocjacji",1 270 złdo negocjacji,https://www.olx.pl/d/oferta/kawalerka-na-wynajem-manufaktura-oblegorska-asp-wpia-um-CID3-ID19Kjlv.html?search_reason=search%7Cpromoted
Przytulne mieszkanie z ogrodem w Łodzi - ogrzewanie w cenie1 297 zł,1 297 zł,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-z-ogrodem-w-lodzi-ogrzewanie-w-cenie-ID4As5F
"Łódź, Śródmieście, ul. Tylna, mieszkanie wynajmę2 200 zł",2 200 zł,https://www.otodom.pl/pl/oferta/lodz-srodmiescie-ul-tylna-mieszkanie-wynajme-ID4A9ul
Przestronne mieszkanie z ogródkiem blisko lasu3 200 zł,3 200 zł,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-ogrodkiem-blisko-lasu-ID4gfzJ
Do wynajęcia nowe 3 pokojowe ul. Źródłowa 312 700 zł,2 700 zł,https://www.olx.pl/d/oferta/do-wynajecia-nowe-3-pokojowe-ul-zrodlowa-31-CID3-ID1a5jpG.html?search_reason=search%7Corganic
Nowe inteligentne mieszkanie z garażem od zaraz2 200 zł,2 200 zł,https://www.otodom.pl/pl/oferta/nowe-inteligentne-mieszkanie-z-garazem-od-zaraz-ID4AF8M
Kawalerka Łódź Retkinia  | od 1 maja | 1150 zł + czynsz 350 zl1 150 zł,1 150 zł,https://www.olx.pl/d/oferta/kawalerka-lodz-retkinia-od-1-maja-1150-zl-czynsz-350-zl-CID3-ID19ZXYx.html?search_reason=search%7Corganic
"Mieszkanie 3-pokojowe, ul. Będzińska2 800 zł",2 800 zł,https://www.olx.pl/d/oferta/mieszkanie-3-pokojowe-ul-bedzinska-CID3-ID19Z4M6.html?search_reason=search%7Corganic
wyposażone blisko centrum blok 2021r1 900 zł,1 900 zł,https://www.otodom.pl/pl/oferta/wyposazone-blisko-centrum-blok-2021r-ID4B356
Wynajmę 2 pokoje z klimatyzacją1 900 zł,1 900 zł,https://www.olx.pl/d/oferta/wynajme-2-pokoje-z-klimatyzacja-CID3-ID19X5Vp.html?search_reason=search%7Corganic
Mieszkanie do wynajęcia1 659 zł,1 659 zł,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-CID3-ID1akXiT.html?search_reason=search%7Corganic
Mieszkanie 3 samodzielne pokoje 62m2 Narutowicza UŁ Fabryczny NCŁ1 590 zł,1 590 zł,https://www.olx.pl/d/oferta/mieszkanie-3-samodzielne-pokoje-62m2-narutowicza-ul-fabryczny-ncl-CID3-ID19QW7d.html?search_reason=search%7Cpromoted
"Wynajmę nową, nowoczesną kawalerkę 29 m21 400 złdo negocjacji",1 400 złdo negocjacji,https://www.olx.pl/d/oferta/wynajme-nowa-nowoczesna-kawalerke-29-m2-CID3-ID19Sbjg.html?search_reason=search%7Cpromoted
Wynajmę mieszkanie1 200 zł,1 200 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-CID3-ID175LeC.html?search_reason=search%7Cpromoted
Wyjątkowe Mieszkanie | Wysoki Standard | Tuwima1 950 zł,1 950 zł,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-wysoki-standard-tuwima-ID4AoIe
Komfortowe mieszkanie dla singla lub pary1 500 zł,1 500 zł,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-dla-singla-lub-pary-ID4yYZS
Mieszkanie na wynajem3 150 zł,3 150 zł,https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-CID3-ID1agJ0k.html?search_reason=search%7Corganic
"Łódź- Górna| 16,67 m² | Kawalerka | 1piętro1 200 zł",1 200 zł,https://www.olx.pl/d/oferta/lodz-gorna-16-67-m-kawalerka-1pietro-CID3-ID1adlLU.html?search_reason=search%7Corganic
"Wynajme mieszkanie Łódź, łódź wynajem, łódź mieszkanie , górna2 700 zł",2 700 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-lodz-lodz-wynajem-lodz-mieszkanie-gorna-CID3-ID10zjcB.html?search_reason=search%7Corganic
2 pokojowe mieszkanie dla pary2 200 zł,2 200 zł,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-dla-pary-ID4nWBw
Wynajmę mieszkanie Lumumbowo   Osiedle Matejki1 000 zł,1 000 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-lumumbowo-osiedle-matejki-CID3-ID13GiKF.html?search_reason=search%7Corganic
Nowe mieszkanie przy ul. Tymienieckiego3 400 zł,3 400 zł,https://www.olx.pl/d/oferta/nowe-mieszkanie-przy-ul-tymienieckiego-CID3-ID1a6zyJ.html?search_reason=search%7Corganic
2 pokoje 41m2 blisko UMED Akademii Muzycznej Manufaktura2 000 zł,2 000 zł,https://www.olx.pl/d/oferta/2-pokoje-41m2-blisko-umed-akademii-muzycznej-manufaktura-CID3-ID1a6T64.html?search_reason=search%7Corganic
Wynajem mieszkanie pokój800 zł,800 zł,https://www.olx.pl/d/oferta/wynajem-mieszkanie-pokoj-CID3-ID1abFJC.html?search_reason=search%7Corganic
Nowa kawalerka od zaraz w nowym apartamentowcu Maratońska 49C klimatyz1 850 zł,1 850 zł,https://www.olx.pl/d/oferta/nowa-kawalerka-od-zaraz-w-nowym-apartamentowcu-maratonska-49c-klimatyz-CID3-ID17aqNS.html?search_reason=search%7Cpromoted
Kawalerka na Złotnie z miejscem parkingowym1 350 zł,1 350 zł,https://www.olx.pl/d/oferta/kawalerka-na-zlotnie-z-miejscem-parkingowym-CID3-ID1afQhP.html?search_reason=search%7Cpromoted
Wynajmę mieszkanie w City Park2 700 zł,2 700 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-w-city-park-CID3-ID17MRBm.html?search_reason=search%7Cpromoted
"Pabianicka 34, Górna, przytulna kawalerka, BRAK PROWIZJI1 260 zł",1 260 zł,https://www.olx.pl/d/oferta/pabianicka-34-gorna-przytulna-kawalerka-brak-prowizji-CID3-ID1alaqB.html?search_reason=search%7Corganic
"2-pok. mieszkanie do wynajęcia, Marynarska 16, Łódź, blisko Manufaktura, Rynek Bałucki1 850 zł",1 850 zł,https://www.olx.pl/d/oferta/2-pok-mieszkanie-do-wynajecia-marynarska-16-lodz-blisko-manufaktura-rynek-balucki-CID3-ID1a6Snt.html?search_reason=search%7Corganic
2 pokoje po remoncie | 39m2 | balkon | umeblowane | od zaraz | winda1 500 zł,1 500 zł,https://www.olx.pl/d/oferta/2-pokoje-po-remoncie-39m2-balkon-umeblowane-od-zaraz-winda-CID3-ID19ITcN.html?search_reason=search%7Corganic
Umeblowane mieszkanie 3 pokoje | 53 m² | Retkinia | Lokajskiego2 000 zł,2 000 zł,https://www.olx.pl/d/oferta/umeblowane-mieszkanie-3-pokoje-53-m-retkinia-lokajskiego-CID3-ID19EHW1.html?search_reason=search%7Corganic
"2-pokoje, Sienkiewicza, okolice Galerii Łodzkiej2 400 zł",2 400 zł,https://www.otodom.pl/pl/oferta/2-pokoje-sienkiewicza-okolice-galerii-lodzkiej-ID4e0QW
Komfortowe mieszkanie przy ul. Gospodarczej2 000 zł,2 000 zł,https://www.olx.pl/d/oferta/komfortowe-mieszkanie-przy-ul-gospodarczej-CID3-ID19vPjK.html?search_reason=search%7Corganic
Nowoczesne 2-pokojowe mieszkanie z balkonem w Łodzi1 900 zł,1 900 zł,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokojowe-mieszkanie-z-balkonem-w-lodzi-ID4AMyQ.html
Mieszkanie na wynajem w centrum Lodzi2 100 zł,2 100 zł,https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-w-centrum-lodzi-CID3-ID179BNt.html?search_reason=search%7Corganic
Wynajmę nowe mieszkanie 2-pokojowe z miejscem parkingowym blisko Manufaktury2 300 zł,2 300 zł,https://www.olx.pl/d/oferta/wynajme-nowe-mieszkanie-2-pokojowe-z-miejscem-parkingowym-blisko-manufaktury-CID3-ID1a9JAb.html?search_reason=search%7Corganic
Luksusowy Loft z widokiem na Piotrkowską – Nowoczesny design i prestiż3 000 zł,3 000 zł,https://www.otodom.pl/pl/oferta/luksusowy-loft-z-widokiem-na-piotrkowska-nowoczesny-design-i-prestiz-ID4AXzu
Mieszkanie do wynajęcia Łódź-Bałuty Doły1 300 zł,1 300 zł,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-lodz-baluty-doly-CID3-ID1a64V1.html?search_reason=search%7Cpromoted
Kawalerka na wynajem1 250 zł,1 250 zł,https://www.olx.pl/d/oferta/kawalerka-na-wynajem-CID3-IDSnSai.html?search_reason=search%7Cpromoted
"Luksusowe 3 pokoje, 2 balkony, 70m2, Garaż w cenie, naprzeciw Manu4 400 zł",4 400 zł,https://www.otodom.pl/pl/oferta/luksusowe-3-pokoje-2-balkony-70m2-garaz-w-cenie-naprzeciw-manu-ID4lsKw
52 m² z klimatyzacją i tarasem – ul. Obywatelska2 300 zł,2 300 zł,https://www.olx.pl/d/oferta/52-m-z-klimatyzacja-i-tarasem-ul-obywatelska-CID3-ID1akanB.html?search_reason=search%7Corganic
Mieszkanie na wynajem ul. Tatrzańska1 300 zł,1 300 zł,https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-ul-tatrzanska-CID3-ID1ajJbx.html?search_reason=search%7Corganic
Nowoczesne Mieszkanie z balkonem2 200 zł,2 200 zł,https://www.olx.pl/d/oferta/nowoczesne-mieszkanie-z-balkonem-CID3-ID1al5IE.html?search_reason=search%7Corganic
"Mieszkanie,  kawalerka 31 m. do wynajęcia 1300+700zł1 300 zł",1 300 zł,https://www.olx.pl/d/oferta/mieszkanie-kawalerka-31m-do-wynajecia-1300-700zl-CID3-ID19kf7L.html?search_reason=search%7Corganic
"Komfortowe  2 pokojowe  mieszkanie,  Barciński Park, ul Tylna2 550 zł",2 550 zł,https://www.otodom.pl/pl/oferta/komfortowe-2-pokojowe-mieszkanie-barcinski-park-ul-tylna-ID4ARK3
Mieszkanie na wynajem Nawrot 48 / dostępne od 1 Czerwca2 100 zł,2 100 zł,https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-nawrot-48-dostepne-od-1-czerwca-CID3-ID1a6Fc6.html?search_reason=search%7Corganic
Pokój na wynajem w centrum Łodzi przy ul. Kopernika 25800 zł,800 zł,https://www.otodom.pl/pl/oferta/pokoj-na-wynajem-w-centrum-lodzi-przy-ul-kopernika-25-ID4yk4V.html
nieruchomości najem2 500 zł,2 500 zł,https://www.olx.pl/d/oferta/nieruchomosci-najem-CID3-ID1a0D1P.html?search_reason=search%7Corganic
M3 z balkonem i osobną kuchnią obok Parku Handlowego i fitness Dąbrowa1 590 zł,1 590 zł,https://www.otodom.pl/pl/oferta/m3-z-balkonem-i-osobna-kuchnia-obok-parku-handlowego-i-fitness-dabrowa-ID4ARZJ
Wynajmę kawalerke w Centrum Łodzi1 900 zł,1 900 zł,https://www.olx.pl/d/oferta/wynajme-kawalerke-w-centrum-lodzi-CID3-ID19O5wf.html?search_reason=search%7Corganic
Duże przestronne mieszkanie na Chojnach1 800 zł,1 800 zł,https://www.olx.pl/d/oferta/duze-przestronne-mieszkanie-na-chojnach-CID3-ID196b2H.html?search_reason=search%7Cpromoted
Wynajem kawalerki1 300 zł,1 300 zł,https://www.olx.pl/d/oferta/wynajem-kawalerki-CID3-IDWLJhQ.html?search_reason=search%7Cpromoted
"mieszkanie 1 pokojowe, duża kawalerka, ul. Piotrkowska 182, Manhattan1 500 zł",1 500 zł,https://www.olx.pl/d/oferta/mieszkanie-1-pokojowe-duza-kawalerka-ul-piotrkowska-182-manhattan-CID3-ID17V7th.html?search_reason=search%7Cpromoted
Wynajmę mieszkanie ul. Pogonowskiego 732 500 zł,2 500 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-ul-pogonowskiego-73-CID3-ID183Wo8.html?search_reason=search%7Corganic
Wynajmę dwupokojowe mieszkanie Śródmieście Kamińskiego 47m2 po remoncie2 300 zł,2 300 zł,https://www.olx.pl/d/oferta/wynajme-dwupokojowe-mieszkanie-srodmiescie-kaminskiego-47m2-po-remoncie-CID3-ID1ajztK.html?search_reason=search%7Corganic
Zadbane 3 pokoje 50 mkw balkon blok z cegły Górna1 800 zł,1 800 zł,https://www.otodom.pl/pl/oferta/zadbane-3-pokoje-50-mkw-balkon-blok-z-cegly-gorna-ID4Ak6T
Apartamenty Arte - 2 sypialnie2 600 zł,2 600 zł,https://www.otodom.pl/pl/oferta/apartamenty-arte-2-sypialnie-ID4AjoD
Przestronna Kawalerka | Bez Prowizji | Pets Friendly | Od Zaraz | Kilińskiego1 550 zł,1 550 zł,https://www.olx.pl/d/oferta/przestronna-kawalerka-bez-prowizji-pets-friendly-od-zaraz-kilinskiego-CID3-ID1a6wiv.html?search_reason=search%7Corganic
"Stylowa kawalerka 37m2-nowe budownictwo,wysoki standart, przestronny balkon w bryle budynku2 000 zł",2 000 zł,https://www.olx.pl/d/oferta/stylowa-kawalerka-37m2-nowe-budownictwo-wysoki-standart-przestronny-balkon-w-bryle-budynku-CID3-ID1a95AR.html?search_reason=search%7Corganic
Atrakcyjne mieszkanie 95m2 do wynajęcia ul.Piotrkowska 1142 500 zł,2 500 zł,https://www.olx.pl/d/oferta/atrakcyjne-mieszkanie-95m2-do-wynajecia-ul-piotrkowska-114-CID3-ID17wZIF.html?search_reason=search%7Corganic
"Mieszkanie 37 m² – Łódź, ul. Dębowa 12 400 zł",2 400 zł,https://www.olx.pl/d/oferta/mieszkanie-37-m-lodz-ul-debowa-1-CID3-ID193hYG.html?search_reason=search%7Corganic
Kawalerka ul. Kilińskiego 47  | UMED UŁ CENTRUM1 000 zł,1 000 zł,https://www.otodom.pl/pl/oferta/kawalerka-ul-kilinskiego-47-umed-ul-centrum-ID4xfFK
Mieszkanie na wynajem Łódź Teofilów1 600 zł,1 600 zł,https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-lodz-teofilow-CID3-ID1a8ISI.html?search_reason=search%7Corganic
(39) Wynajmę kawalerkę internet w cenie - 7 dni gratis1 300 zł,1 300 zł,https://www.olx.pl/d/oferta/39-wynajme-kawalerke-internet-w-cenie-7-dni-gratis-CID3-ID19mayb.html?search_reason=search%7Cpromoted
"Do wynajecia nowe 2pokoje Bałuty, okolice Ronda Solidarności2 100 zł",2 100 zł,https://www.olx.pl/d/oferta/do-wynajecia-nowe-2pokoje-baluty-okolice-ronda-solidarnosci-CID3-ID1abmXC.html?search_reason=search%7Cpromoted
Kawalerka 32m2 Łódź Karolew BEZ PROWIZJI po gen. remoncie KLIMA1 900 zł,1 900 zł,https://www.olx.pl/d/oferta/kawalerka-32m2-lodz-karolew-bez-prowizji-po-gen-remoncie-klima-CID3-ID1af7Pc.html?search_reason=search%7Cpromoted
"Wynajmę nową, nowoczesną kawalerkę 29 m21 400 złdo negocjacji",1 400 złdo negocjacji,https://www.olx.pl/d/oferta/wynajme-nowa-nowoczesna-kawalerke-29-m2-CID3-ID19Sbjg.html?search_reason=search%7Corganic
"Wynajmę nowe mieszkanie 60 m2, 3 pokoje, parter4 200 zł",4 200 zł,https://www.otodom.pl/pl/oferta/wynajme-nowe-mieszkanie-60-m2-3-pokoje-parter-ID4ryI9
"Do wynajęcia duże mieszkanie w centrum Łodzi ul. 6 Sierpnia.3 291,86 zł","3 291,86 zł",https://www.otodom.pl/pl/oferta/do-wynajecia-duze-mieszkanie-w-centrum-lodzi-ul-6-sierpnia-ID4AxHF.html
"Kawalerka, 25 m, przy Uniwersytecie Medycznym1 400 złdo negocjacji",1 400 złdo negocjacji,https://www.olx.pl/d/oferta/kawalerka-25-m-przy-uniwersytecie-medycznym-CID3-ID1agY9C.html?search_reason=search%7Corganic
Stylowe studio przy ul. Drewnowskiej1 950 zł,1 950 zł,https://www.olx.pl/d/oferta/stylowe-studio-przy-ul-drewnowskiej-CID3-ID1a1Fx9.html?search_reason=search%7Corganic
Apartament 135 m2 z garażem i tarasem Radogoszcz4 500 zł,4 500 zł,https://www.otodom.pl/pl/oferta/apartament-135-m2-z-garazem-i-tarasem-radogoszcz-ID4B2Hb
Kawalerka z dużym balkonem1 450 zł,1 450 zł,https://www.olx.pl/d/oferta/kawalerka-z-duzym-balkonem-CID3-ID1a6aUR.html?search_reason=search%7Corganic
"Ładna kawalerka, Abramowskiego 27, blisko PŁ, Centrum1 250 zł",1 250 zł,https://www.olx.pl/d/oferta/ladna-kawalerka-abramowskiego-27-blisko-pl-centrum-CID3-ID1a1wbg.html?search_reason=search%7Corganic
Apartament Mieszkanie do wynajęcia Tylna Barciński3 400 zł,3 400 zł,https://www.otodom.pl/pl/oferta/apartament-mieszkanie-do-wynajecia-tylna-barcinski-ID4locH
Jak to mowią prawdziwi starzy górale „pzyjdź i zakochoj się na zabój” na Pabianickiej 4/121 550 zł,1 550 zł,https://www.olx.pl/d/oferta/jak-to-mowia-prawdziwi-starzy-gorale-pzyjdz-i-zakochoj-sie-na-zaboj-na-pabianickiej-4-12-CID3-ID1agQx0.html?search_reason=search%7Cpromoted
Wynajmę nowa  kawalerkę Wysoka 24 Łódź1 800 zł,1 800 zł,https://www.olx.pl/d/oferta/wynajme-nowa-kawalerke-wysoka-24-lodz-CID3-ID1a8kyK.html?search_reason=search%7Cpromoted
"Łódź, Polesie, przestronna kawalerka z dodatkową garderobą1 400 zł",1 400 zł,https://www.olx.pl/d/oferta/lodz-polesie-przestronna-kawalerka-z-dodatkowa-garderoba-CID3-ID19ldgL.html?search_reason=search%7Cpromoted
Kawalerka Śródmiescie Nowy Blok!!!1 999 zł,1 999 zł,https://www.otodom.pl/pl/oferta/kawalerka-srodmiescie-nowy-blok-ID4ANaV.html
kawalerka na wynajem1 500 zł,1 500 zł,https://www.otodom.pl/pl/oferta/kawalerka-na-wynajem-ID4pmmE
Łódź Stoki 2 pokoje wynajem1 200 zł,1 200 zł,https://www.otodom.pl/pl/oferta/lodz-stoki-2-pokoje-wynajem-ID4B1kP
"Przestronna kawalerka 28m ul. Paderewskiego, bezpośrednio, umeblowana1 690 zł",1 690 zł,https://www.olx.pl/d/oferta/przestronna-kawalerka-28m-ul-paderewskiego-bezposrednio-umeblowana-CID3-ID17nCZf.html?search_reason=search%7Corganic
"Kawalerka 29m, centrum, os. Diasfera, super standard, bezpośrednio2 090 zł",2 090 zł,https://www.olx.pl/d/oferta/kawalerka-29m-centrum-os-diasfera-super-standard-bezposrednio-CID3-ID19rCpP.html?search_reason=search%7Corganic
Do wynajęcia trzypokojowe mieszkanie w apartamentowcu przy ul. Matejki 11.2 700 zł,2 700 zł,https://www.olx.pl/d/oferta/do-wynajecia-trzypokojowe-mieszkanie-w-apartamentowcu-przy-ul-matejki-11-CID3-ID1afO55.html?search_reason=search%7Corganic
"Nowoczesne 2 pokoje z balkonem, Łukasińskiego, Łódź2 300 zł",2 300 zł,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokoje-z-balkonem-lukasinskiego-lodz-ID4APsi.html
"Mielczarskiego 16, Centrum, funkcjonalne studio, BRAK PROWIZJI1 300 zł",1 300 zł,https://www.olx.pl/d/oferta/mielczarskiego-16-centrum-funkcjonalne-studio-brak-prowizji-CID3-ID1alaLU.html?search_reason=search%7Corganic
Bezpośrednio mieszkanie z osobną sypialnią - Kilińskiego 161 700 zł,1 700 zł,https://www.olx.pl/d/oferta/bezposrednio-mieszkanie-z-osobna-sypialnia-kilinskiego-16-CID3-ID1a3IIo.html?search_reason=search%7Corganic
Żeligowskiego 26 - komfortowe mieszkanie z sypialnią do wynajęcia1 950 zł,1 950 zł,https://www.olx.pl/d/oferta/zeligowskiego-26-komfortowe-mieszkanie-z-sypialnia-do-wynajecia-CID3-ID1akbk2.html?search_reason=search%7Corganic
Mieszkanie z parkingiem w cenie2 700 zł,2 700 zł,https://www.olx.pl/d/oferta/mieszkanie-z-parkingiem-w-cenie-CID3-ID1afLoj.html?search_reason=search%7Cpromoted
Wynajmę 2 pokojowe mieszkanie w bloku w dzielnicy Łódź-Górna1 500 zł,1 500 zł,https://www.olx.pl/d/oferta/wynajme-2-pokojowe-mieszkanie-w-bloku-w-dzielnicy-lodz-gorna-CID3-ID1affrA.html?search_reason=search%7Cpromoted
Atrakcyjna kawalerka do wynajęcia1 500 zł,1 500 zł,https://www.olx.pl/d/oferta/atrakcyjna-kawalerka-do-wynajecia-CID3-ID1afWkI.html?search_reason=search%7Cpromoted
Przestronny apartament w inwestycji Primo2 800 zł,2 800 zł,https://www.olx.pl/d/oferta/przestronny-apartament-w-inwestycji-primo-CID3-ID1aa4Xy.html?search_reason=search%7Corganic
Dwupokojowe mieszkanie 51 m2 - ul. Zagłoby Janów2 200 zł,2 200 zł,https://www.olx.pl/d/oferta/dwupokojowe-mieszkanie-51-m2-ul-zagloby-janow-CID3-ID18BKQE.html?search_reason=search%7Corganic
Pięknie urządzony przy ul. 6 Sierpnia2 800 zł,2 800 zł,https://www.olx.pl/d/oferta/pieknie-urzadzony-przy-ul-6-sierpnia-CID3-ID19HPG7.html?search_reason=search%7Corganic
Wynajem  Kawalerka1 600 zł,1 600 zł,https://www.olx.pl/d/oferta/wynajem-kawalerka-CID3-ID16TcbL.html?search_reason=search%7Corganic
Nowe Mieszkanie do wynajęcia w Centrum Łodzi2 300 zł,2 300 zł,https://www.olx.pl/d/oferta/nowe-mieszkanie-do-wynajecia-w-centrum-lodzi-CID3-ID1983fd.html?search_reason=search%7Corganic
Przytulne mieszkanie Dąbrowa1 500 zł,1 500 zł,https://www.olx.pl/d/oferta/przytulne-mieszkanie-dabrowa-CID3-ID1a1QVM.html?search_reason=search%7Corganic
Wynajem kawalerki1 300 zł,1 300 zł,https://www.olx.pl/d/oferta/wynajem-kawalerki-CID3-IDWLJhQ.html?search_reason=search%7Corganic
Przytulna kawalerka na wynajem - Przędzalniana1 400 zł,1 400 zł,https://www.olx.pl/d/oferta/przytulna-kawalerka-na-wynajem-przedzalniana-CID3-ID1a5vMx.html?search_reason=search%7Corganic
"Łódź, Retkinia: Wynajmę 2-pokojowe mieszkanie w świetnej lokalizacji1 900 zł",1 900 zł,https://www.olx.pl/d/oferta/lodz-retkinia-wynajme-2-pokojowe-mieszkanie-w-swietnej-lokalizacji-CID3-ID19JAlf.html?search_reason=search%7Corganic
Nowoczesne mieszkanie dwupokojowe Łódź Górna z miejscem parkingowym2 890 zł,2 890 zł,https://www.olx.pl/d/oferta/nowoczesne-mieszkanie-dwupokojowe-lodz-gorna-z-miejscem-parkingowym-CID3-ID18LAFV.html?search_reason=search%7Corganic
Wynajmę mieszkanie ok 40 m  ul.6 Sierpnia Łódź2 600 zł,2 600 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-ok-40-m-ul-6-sierpnia-lodz-CID3-ID1afV1N.html?search_reason=search%7Cpromoted
"Wynajmę Nowe Mieszkanie plus Garaż, 2 pokoje, ul. Telefoniczna, Łódź2 490 złdo negocjacji",2 490 złdo negocjacji,https://www.olx.pl/d/oferta/wynajme-nowe-mieszkanie-plus-garaz-2-pokoje-ul-telefoniczna-lodz-CID3-ID19KjJE.html?search_reason=search%7Cpromoted
